case_id,question,relevant_document_ids,relevant_chunk_ids,relevance_grades,expected_competitor,expected_event_type,expected_dimension_tags,expected_version,expected_evidence_quote,query_filters
trae_code_folding,TRAE 用户为什么请求关闭聊天代码块自动折叠？,"[""doc_0c71c303c48520b51191f60f"",""doc_ea013ca25521bc318b2afe27"",""doc_d7853308d7121d4181fe578a"",""doc_cdf9f057bc70706b48a96a8a"",""doc_08072907cbcedca419574292"",""doc_50a54fdcfae4cb827f99fba1"",""doc_829d03626ff12c508ee3de4b"",""doc_de1f26a4fb0d790ad4c35ee9"",""doc_15009c524c240758e7407040"",""doc_90eca138f9093c28fb3995bf"",""doc_2c24a0724818038a4a5dc33a""]","[""chunk_7bbb78d4667d4de6b6e18c92"",""chunk_25a3ba76906cd76395c87ceb"",""chunk_d51f12208894df25fb50a04f"",""chunk_46020f4158810e591f58d23f"",""chunk_bab2ae0fa354eda927c0e055"",""chunk_07128dd089dd2818a7a5276a"",""chunk_9f63b7dcbb9960561a80c274"",""chunk_af57a0d02a4b7e4cdea8cb2e"",""chunk_ceb064d9440d571221a4f51c"",""chunk_6d18e24f058f0fa22971ce7b"",""chunk_65e0eeff4aaf50cd6f32d2e9"",""chunk_c205c4ebf669b3aaa73898f9"",""chunk_3bac09ba1eb7cad105a3b6d5"",""chunk_6ec7e22b6528d5c450bd30ba"",""chunk_3cbfdb0b3ecae04650e9f060"",""chunk_bfcc1429c333e2fe55c0a110"",""chunk_6d5de625cff0d5fc05560e85"",""chunk_de9f601ddb1d381e6f3444b4"",""chunk_ebdc2513f9d62f07af482f13"",""chunk_8ce95a7e68b1903d9c785683"",""chunk_c3c83ca39c6294c8f0d65448"",""chunk_c1cb98dd440c4f12df44749e"",""chunk_3d2a393546ad61b0839f0871"",""chunk_9b5cbd2f8bf8fde134cea398"",""chunk_0bd8eba549f07f300fee3631"",""chunk_668abf9600cfad5dce99e047"",""chunk_defdd72e08f97c8789aa8522"",""chunk_fa0229feea69028d0143127f"",""chunk_0ff56c884bbd526379c4ffe0"",""chunk_1ef059ab1ba17e2afe6a275c"",""chunk_f5a106a036179a9b58628d52"",""chunk_267edfb2899d3a240d7a5d7d""]","{""chunk_7bbb78d4667d4de6b6e18c92"":3.0,""chunk_25a3ba76906cd76395c87ceb"":2.0,""chunk_d51f12208894df25fb50a04f"":1.0,""chunk_46020f4158810e591f58d23f"":1.0,""chunk_bab2ae0fa354eda927c0e055"":1.0,""chunk_07128dd089dd2818a7a5276a"":1.0,""chunk_9f63b7dcbb9960561a80c274"":1.0,""chunk_af57a0d02a4b7e4cdea8cb2e"":1.0,""chunk_ceb064d9440d571221a4f51c"":1.0,""chunk_6d18e24f058f0fa22971ce7b"":1.0,""chunk_65e0eeff4aaf50cd6f32d2e9"":1.0,""chunk_c205c4ebf669b3aaa73898f9"":1.0,""chunk_3bac09ba1eb7cad105a3b6d5"":1.0,""chunk_6ec7e22b6528d5c450bd30ba"":1.0,""chunk_3cbfdb0b3ecae04650e9f060"":1.0,""chunk_bfcc1429c333e2fe55c0a110"":1.0,""chunk_6d5de625cff0d5fc05560e85"":1.0,""chunk_de9f601ddb1d381e6f3444b4"":1.0,""chunk_ebdc2513f9d62f07af482f13"":1.0,""chunk_8ce95a7e68b1903d9c785683"":1.0,""chunk_c3c83ca39c6294c8f0d65448"":1.0,""chunk_c1cb98dd440c4f12df44749e"":1.0,""chunk_3d2a393546ad61b0839f0871"":1.0,""chunk_9b5cbd2f8bf8fde134cea398"":1.0,""chunk_0bd8eba549f07f300fee3631"":1.0,""chunk_668abf9600cfad5dce99e047"":1.0,""chunk_defdd72e08f97c8789aa8522"":1.0,""chunk_fa0229feea69028d0143127f"":1.0,""chunk_0ff56c884bbd526379c4ffe0"":1.0,""chunk_1ef059ab1ba17e2afe6a275c"":1.0,""chunk_f5a106a036179a9b58628d52"":1.0,""chunk_267edfb2899d3a240d7a5d7d"":1.0}",Trae,risk_experience,[],,requires extra clicks for every code block,"{""competitor"":""Trae"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""]}"
trae_mcp_response,TRAE 的 run_mcp 工具为何会造成重复解析和额外往返？,"[""doc_9ab726e6393860731425d275"",""doc_f3492c8590f2d79a2327c063"",""doc_ea013ca25521bc318b2afe27"",""doc_6dd53f259c7772b9d880329a"",""doc_6347e116bba12cd3702f6673"",""doc_49d926d5d7f5fcfb83b4e070"",""doc_0f02ee77cccad1c9d90008f3"",""doc_aaf75c8b7bec3235de587e88""]","[""chunk_e8fb45c9f6dd6239ebe732e1"",""chunk_3b9d87a65f65bbecde3533be"",""chunk_e05033d0843904a5f5431c8b"",""chunk_25a3ba76906cd76395c87ceb"",""chunk_71b2b517663f352ead87e943"",""chunk_88277a53400470ebaf59ba47"",""chunk_9e3ad27d2a5c77512cfba054"",""chunk_1f5f3757bea0b49429eec481"",""chunk_fbf31d41ec1c582ef9326d07"",""chunk_ffbf60d3444baccefcb4b506"",""chunk_110ec48f7af2259f0627ce13"",""chunk_63b31d01bcf2e535d95b7e31""]","{""chunk_e8fb45c9f6dd6239ebe732e1"":3.0,""chunk_3b9d87a65f65bbecde3533be"":2.0,""chunk_e05033d0843904a5f5431c8b"":2.0,""chunk_25a3ba76906cd76395c87ceb"":2.0,""chunk_71b2b517663f352ead87e943"":2.0,""chunk_88277a53400470ebaf59ba47"":2.0,""chunk_9e3ad27d2a5c77512cfba054"":2.0,""chunk_1f5f3757bea0b49429eec481"":1.0,""chunk_fbf31d41ec1c582ef9326d07"":1.0,""chunk_ffbf60d3444baccefcb4b506"":1.0,""chunk_110ec48f7af2259f0627ce13"":1.0,""chunk_63b31d01bcf2e535d95b7e31"":1.0}",Trae,risk_experience,"[""model_extensibility""]",,requiring double parsing,"{""competitor"":""Trae"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""model_extensibility""]}"
trae_codex_sidebar,TRAE 与 Codex Sidebar 集成时报告了哪些命令和布局问题？,"[""doc_a91cc2a565df06aded104073"",""doc_ea013ca25521bc318b2afe27"",""doc_250cdbf26dda4f09fa33a01b"",""doc_b57bfec5a99b3ddf880b344e"",""doc_21d8dc628b7f206afe3ff8f9"",""doc_50a54fdcfae4cb827f99fba1"",""doc_c54b436bc8f1d5c0261e5e75"",""doc_de1f26a4fb0d790ad4c35ee9""]","[""chunk_a7698b751e6b239ed13577d6"",""chunk_25a3ba76906cd76395c87ceb"",""chunk_4c44a58d93748a122938592e"",""chunk_38e94da125da96d6b3754a00"",""chunk_a70635834493635c473627e2"",""chunk_4ee7636dc4413f6e4bcf1b20"",""chunk_ff64549ad385b8b70a03e318"",""chunk_95b7099c92129a5b6b12659e"",""chunk_8e3f4c5a657c65672cb6c78a"",""chunk_0ff56c884bbd526379c4ffe0""]","{""chunk_a7698b751e6b239ed13577d6"":3.0,""chunk_25a3ba76906cd76395c87ceb"":2.0,""chunk_4c44a58d93748a122938592e"":1.0,""chunk_38e94da125da96d6b3754a00"":1.0,""chunk_a70635834493635c473627e2"":1.0,""chunk_4ee7636dc4413f6e4bcf1b20"":1.0,""chunk_ff64549ad385b8b70a03e318"":1.0,""chunk_95b7099c92129a5b6b12659e"":1.0,""chunk_8e3f4c5a657c65672cb6c78a"":1.0,""chunk_0ff56c884bbd526379c4ffe0"":1.0}",Trae,risk_experience,"[""ide_ecosystem""]",,command 'chatgpt.openSidebar' not found,"{""competitor"":""Trae"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""ide_ecosystem""]}"
trae_sandbox_permission,TRAE 沙箱权限设计为什么会阻断自动化任务？,"[""doc_2fbd983a9eebd2fc9e77d04f"",""doc_6dd53f259c7772b9d880329a"",""doc_49d926d5d7f5fcfb83b4e070"",""doc_ea013ca25521bc318b2afe27"",""doc_0808d8df8b72d5262e279502"",""doc_e9877ee0243baa12dbaa4f53""]","[""chunk_ab0d02b91f1d3a6110dd0b3c"",""chunk_8ad5660f5d64fe1ae249ef0d"",""chunk_71b2b517663f352ead87e943"",""chunk_ee0b5f7d3eb9d6eb1d41b96d"",""chunk_25a3ba76906cd76395c87ceb"",""chunk_9e3ad27d2a5c77512cfba054"",""chunk_ea7b7ad561d459298b8febad"",""chunk_fd7a74eff1b41fcf2651a0a8"",""chunk_3d949a3c5f1a2debc64c8760"",""chunk_0859d5b0272db1526aa07f22"",""chunk_f5c07d8d8e8a926a2782bc45"",""chunk_60a7379c50c771c71404f8ec"",""chunk_0869a270b6d9a1071df93eb0"",""chunk_c8bf41486173d1fb22e7c22c"",""chunk_2f02ed60de8135fcfcc64a7a"",""chunk_a17e70cf1af7b870ab997871""]","{""chunk_ab0d02b91f1d3a6110dd0b3c"":3.0,""chunk_8ad5660f5d64fe1ae249ef0d"":3.0,""chunk_71b2b517663f352ead87e943"":3.0,""chunk_ee0b5f7d3eb9d6eb1d41b96d"":2.0,""chunk_25a3ba76906cd76395c87ceb"":2.0,""chunk_9e3ad27d2a5c77512cfba054"":2.0,""chunk_ea7b7ad561d459298b8febad"":2.0,""chunk_fd7a74eff1b41fcf2651a0a8"":1.0,""chunk_3d949a3c5f1a2debc64c8760"":1.0,""chunk_0859d5b0272db1526aa07f22"":1.0,""chunk_f5c07d8d8e8a926a2782bc45"":1.0,""chunk_60a7379c50c771c71404f8ec"":1.0,""chunk_0869a270b6d9a1071df93eb0"":1.0,""chunk_c8bf41486173d1fb22e7c22c"":1.0,""chunk_2f02ed60de8135fcfcc64a7a"":1.0,""chunk_a17e70cf1af7b870ab997871"":1.0}",Trae,risk_experience,"[""security_compliance""]",,生成的脚本都在沙箱里运行,"{""competitor"":""Trae"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""security_compliance""]}"
codegeex_vscode_activation,CodeGeeX 的 VS Code 扩展激活失败时报告了什么状态码？,"[""doc_7287b6b1dfbdb42cb75be360"",""doc_9f4b7aa76fcc57a73cf1d64e"",""doc_5bc18e871edb207bb42931a9"",""doc_f63c1a68a13ba5c6c1b98b4a"",""doc_ab033cafbc1f08afe0e9a21f"",""doc_44a7badf8a026198b105df87"",""doc_89031c0167311bcd66ee7c73"",""doc_97b97800c6cf1a868d15e50a"",""doc_bb355dc5bc631807f4e39c97"",""doc_3c133cd80c206b80a09fa0a4"",""doc_956c8704456c0529de1e7ea0"",""doc_8e2194c3bfd1e9279bfd49c6"",""doc_4f05acccdf527246377b5aa4"",""doc_6be42ce68f59df5896daf2f0"",""doc_a94b122be47aa148faa24765""]","[""chunk_b2550a53185d7b05c7325edc"",""chunk_455a8a519d6ec4d34389a178"",""chunk_a0c2c2179bd2dfd67f7293a5"",""chunk_73b6ef7ee38f2e376911a1c9"",""chunk_b34643b559bde71d9c2dbe9a"",""chunk_a3ac6c38b4df36efb08c32e5"",""chunk_093148c3a7e73873205dbd60"",""chunk_ed18a39da7f09df41bfe9d5c"",""chunk_50ea1db04ab42cc20f2f6f65"",""chunk_ba01c1fcb8d4dff1981dc5f5"",""chunk_b368133523580638d06d5ae0"",""chunk_7111dbb3c4d6f1b2c4d6235b"",""chunk_56cbf7395d7f9bbbd7a16bed"",""chunk_868763e28ee1b4ce57b96761"",""chunk_b4717a2f1df4397556988779"",""chunk_4b6ac388e8fbea389ff24878"",""chunk_a351303439b0b80f30ef38b3"",""chunk_8114146c8f47994456ceb868"",""chunk_33f9f5c9be2a5c3a97b508f4"",""chunk_fa7150a1f040950ebdb146c7""]","{""chunk_b2550a53185d7b05c7325edc"":3.0,""chunk_455a8a519d6ec4d34389a178"":2.0,""chunk_a0c2c2179bd2dfd67f7293a5"":1.0,""chunk_73b6ef7ee38f2e376911a1c9"":1.0,""chunk_b34643b559bde71d9c2dbe9a"":1.0,""chunk_a3ac6c38b4df36efb08c32e5"":1.0,""chunk_093148c3a7e73873205dbd60"":1.0,""chunk_ed18a39da7f09df41bfe9d5c"":1.0,""chunk_50ea1db04ab42cc20f2f6f65"":1.0,""chunk_ba01c1fcb8d4dff1981dc5f5"":1.0,""chunk_b368133523580638d06d5ae0"":1.0,""chunk_7111dbb3c4d6f1b2c4d6235b"":1.0,""chunk_56cbf7395d7f9bbbd7a16bed"":1.0,""chunk_868763e28ee1b4ce57b96761"":1.0,""chunk_b4717a2f1df4397556988779"":1.0,""chunk_4b6ac388e8fbea389ff24878"":1.0,""chunk_a351303439b0b80f30ef38b3"":1.0,""chunk_8114146c8f47994456ceb868"":1.0,""chunk_33f9f5c9be2a5c3a97b508f4"":1.0,""chunk_fa7150a1f040950ebdb146c7"":1.0}",CodeGeeX,risk_experience,"[""ide_ecosystem""]",,status code 502,"{""competitor"":""CodeGeeX"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""ide_ecosystem""]}"
codegeex_sequential_mcp,CodeGeeX 中 sequential-thinking MCP 服务为何属于启动成功但调用失败？,"[""doc_0aaf91aa9a3d0ab095f066d8"",""doc_f8a2eaca46d39244a5479e40"",""doc_89031c0167311bcd66ee7c73"",""doc_9f4b7aa76fcc57a73cf1d64e"",""doc_5bc18e871edb207bb42931a9"",""doc_bc2ea117373a5aa5e7fbef5a"",""doc_44a7badf8a026198b105df87"",""doc_8e2194c3bfd1e9279bfd49c6"",""doc_88192a1b5409112f2bd96826"",""doc_7f82e62255ea58ae9402595a""]","[""chunk_f30c1bde475cd6d280f385a9"",""chunk_4c14e710432ce65b208e2b14"",""chunk_0c583c3237634bd3b15f893b"",""chunk_ba01c1fcb8d4dff1981dc5f5"",""chunk_7e908aa8b575ce94eaefbc46"",""chunk_9d4c97878155ffe9b21c8630"",""chunk_9a1c52c62e9969bdced15d23"",""chunk_455a8a519d6ec4d34389a178"",""chunk_a0c2c2179bd2dfd67f7293a5"",""chunk_3b41a23d4c21222df2a2d4fa"",""chunk_56cbf7395d7f9bbbd7a16bed"",""chunk_ed18a39da7f09df41bfe9d5c"",""chunk_4b6ac388e8fbea389ff24878"",""chunk_81490e174b657355463f5183"",""chunk_b6bb3e2a04005ccea7430b1b"",""chunk_67de8bfb3f6503c284ac6b9d"",""chunk_d9eac21b66c434082504cba0"",""chunk_1597369492533aedfaa3d2c3"",""chunk_4cffa642660a6c6f1c063181"",""chunk_336d7d15f5a57c9fa2d341e1""]","{""chunk_f30c1bde475cd6d280f385a9"":3.0,""chunk_4c14e710432ce65b208e2b14"":1.0,""chunk_0c583c3237634bd3b15f893b"":1.0,""chunk_ba01c1fcb8d4dff1981dc5f5"":1.0,""chunk_7e908aa8b575ce94eaefbc46"":1.0,""chunk_9d4c97878155ffe9b21c8630"":1.0,""chunk_9a1c52c62e9969bdced15d23"":1.0,""chunk_455a8a519d6ec4d34389a178"":1.0,""chunk_a0c2c2179bd2dfd67f7293a5"":1.0,""chunk_3b41a23d4c21222df2a2d4fa"":1.0,""chunk_56cbf7395d7f9bbbd7a16bed"":1.0,""chunk_ed18a39da7f09df41bfe9d5c"":1.0,""chunk_4b6ac388e8fbea389ff24878"":1.0,""chunk_81490e174b657355463f5183"":1.0,""chunk_b6bb3e2a04005ccea7430b1b"":1.0,""chunk_67de8bfb3f6503c284ac6b9d"":1.0,""chunk_d9eac21b66c434082504cba0"":1.0,""chunk_1597369492533aedfaa3d2c3"":1.0,""chunk_4cffa642660a6c6f1c063181"":1.0,""chunk_336d7d15f5a57c9fa2d341e1"":1.0}",CodeGeeX,risk_experience,"[""ide_ecosystem""]",,服务器可以正常启动,"{""competitor"":""CodeGeeX"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""ide_ecosystem""]}"
codegeex_path_escape,CodeGeeX 如何错误处理文件路径中的换行和制表转义组合？,"[""doc_4d0602486c2cb7d8f9c0780a"",""doc_9f4b7aa76fcc57a73cf1d64e"",""doc_89031c0167311bcd66ee7c73"",""doc_f654c79ca4076031658773ad"",""doc_ab033cafbc1f08afe0e9a21f"",""doc_1d2ecc952141b9f63d51e5e7"",""doc_98ee6da02d14ae532cac6a32"",""doc_bc2ea117373a5aa5e7fbef5a"",""doc_8e2194c3bfd1e9279bfd49c6"",""doc_b286dc0e67e71b4d98a84254"",""doc_a94b122be47aa148faa24765"",""doc_bb355dc5bc631807f4e39c97"",""doc_dbbf23beed1c23035870292f"",""doc_e16dc8410cf146e7ead53b03""]","[""chunk_0d085a67b2f3c0fd952ecf4b"",""chunk_455a8a519d6ec4d34389a178"",""chunk_56cbf7395d7f9bbbd7a16bed"",""chunk_ba01c1fcb8d4dff1981dc5f5"",""chunk_ba417bec9b00909b34b07866"",""chunk_b34643b559bde71d9c2dbe9a"",""chunk_b4e71eaedd35ed785c4420c3"",""chunk_587b1e1ea51e55633e87248a"",""chunk_3b41a23d4c21222df2a2d4fa"",""chunk_181c1e5b1c5ddf7d58f43bae"",""chunk_8e24287f883565b1606bea4a"",""chunk_4b6ac388e8fbea389ff24878"",""chunk_7b3d884456c70508dfa67f37"",""chunk_b6bb3e2a04005ccea7430b1b"",""chunk_d9eac21b66c434082504cba0"",""chunk_81490e174b657355463f5183"",""chunk_67de8bfb3f6503c284ac6b9d"",""chunk_fa7150a1f040950ebdb146c7"",""chunk_7111dbb3c4d6f1b2c4d6235b"",""chunk_9a7b99b2e9d6c40037e968fd"",""chunk_72bd5d74dcafe4c7259d1b7c""]","{""chunk_0d085a67b2f3c0fd952ecf4b"":3.0,""chunk_455a8a519d6ec4d34389a178"":2.0,""chunk_56cbf7395d7f9bbbd7a16bed"":2.0,""chunk_ba01c1fcb8d4dff1981dc5f5"":2.0,""chunk_ba417bec9b00909b34b07866"":1.0,""chunk_b34643b559bde71d9c2dbe9a"":1.0,""chunk_b4e71eaedd35ed785c4420c3"":1.0,""chunk_587b1e1ea51e55633e87248a"":1.0,""chunk_3b41a23d4c21222df2a2d4fa"":1.0,""chunk_181c1e5b1c5ddf7d58f43bae"":1.0,""chunk_8e24287f883565b1606bea4a"":1.0,""chunk_4b6ac388e8fbea389ff24878"":1.0,""chunk_7b3d884456c70508dfa67f37"":1.0,""chunk_b6bb3e2a04005ccea7430b1b"":1.0,""chunk_d9eac21b66c434082504cba0"":1.0,""chunk_81490e174b657355463f5183"":1.0,""chunk_67de8bfb3f6503c284ac6b9d"":1.0,""chunk_fa7150a1f040950ebdb146c7"":1.0,""chunk_7111dbb3c4d6f1b2c4d6235b"":1.0,""chunk_9a7b99b2e9d6c40037e968fd"":1.0,""chunk_72bd5d74dcafe4c7259d1b7c"":1.0}",CodeGeeX,risk_experience,[],,路径中包含`\n`或`\t`,"{""competitor"":""CodeGeeX"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""]}"
codegeex_commit_message,CodeGeeX 用户如何评价生成提交消息功能的可用性？,"[""doc_f7112ada8b8a2bb261ab3e2c"",""doc_1d2ecc952141b9f63d51e5e7"",""doc_956c8704456c0529de1e7ea0"",""doc_2cb7d8ee98fec329cd761817"",""doc_a94b122be47aa148faa24765"",""doc_5bc18e871edb207bb42931a9"",""doc_879a24b74e2af646a12d8994"",""doc_bc2ea117373a5aa5e7fbef5a"",""doc_5364c37f963d7438df034d1b"",""doc_9f4b7aa76fcc57a73cf1d64e"",""doc_45b28a1d33095d6e871df579""]","[""chunk_93d2f31698564bf66c582387"",""chunk_91f9d727a2b5840f72e14b38"",""chunk_6caa72a1f85f08accbaa1886"",""chunk_b4717a2f1df4397556988779"",""chunk_b4e71eaedd35ed785c4420c3"",""chunk_ff4540c516250f686271fe47"",""chunk_fa7150a1f040950ebdb146c7"",""chunk_a0c2c2179bd2dfd67f7293a5"",""chunk_1a00fd3d9b08cc80b5052e8b"",""chunk_3b41a23d4c21222df2a2d4fa"",""chunk_bdb7b03c64ec16cf92f69cae"",""chunk_455a8a519d6ec4d34389a178"",""chunk_dfeda04efa9e0016b46f8915"",""chunk_8ef59bd4459e4fc528932e66""]","{""chunk_93d2f31698564bf66c582387"":3.0,""chunk_91f9d727a2b5840f72e14b38"":2.0,""chunk_6caa72a1f85f08accbaa1886"":1.0,""chunk_b4717a2f1df4397556988779"":1.0,""chunk_b4e71eaedd35ed785c4420c3"":1.0,""chunk_ff4540c516250f686271fe47"":1.0,""chunk_fa7150a1f040950ebdb146c7"":1.0,""chunk_a0c2c2179bd2dfd67f7293a5"":1.0,""chunk_1a00fd3d9b08cc80b5052e8b"":1.0,""chunk_3b41a23d4c21222df2a2d4fa"":1.0,""chunk_bdb7b03c64ec16cf92f69cae"":1.0,""chunk_455a8a519d6ec4d34389a178"":1.0,""chunk_dfeda04efa9e0016b46f8915"":1.0,""chunk_8ef59bd4459e4fc528932e66"":1.0}",CodeGeeX,risk_experience,[],,完全不可用的状态,"{""competitor"":""CodeGeeX"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""]}"
codegeex_rider_2026,CodeGeeX 用户提出了哪个 Rider 版本的兼容需求？,"[""doc_6fc7138f0dd4db1848553df9"",""doc_44a7badf8a026198b105df87"",""doc_9f4b7aa76fcc57a73cf1d64e"",""doc_3c133cd80c206b80a09fa0a4"",""doc_956c8704456c0529de1e7ea0"",""doc_89031c0167311bcd66ee7c73"",""doc_97b97800c6cf1a868d15e50a"",""doc_77b557f5566d1b1333a9f148"",""doc_45b28a1d33095d6e871df579"",""doc_b286dc0e67e71b4d98a84254"",""doc_fe2e1128a4614a2da39aca96"",""doc_bc2ea117373a5aa5e7fbef5a"",""doc_f63c1a68a13ba5c6c1b98b4a"",""doc_bb355dc5bc631807f4e39c97"",""doc_5bc18e871edb207bb42931a9"",""doc_02d89c2f610eb980065607c9"",""doc_dbbf23beed1c23035870292f"",""doc_89cb34c163f31545e9901e3f"",""doc_88192a1b5409112f2bd96826""]","[""chunk_f6c15d46b68f51a5cf358c14"",""chunk_ed18a39da7f09df41bfe9d5c"",""chunk_455a8a519d6ec4d34389a178"",""chunk_868763e28ee1b4ce57b96761"",""chunk_b4717a2f1df4397556988779"",""chunk_56cbf7395d7f9bbbd7a16bed"",""chunk_b368133523580638d06d5ae0"",""chunk_a59ad3007d24f097e3b790d6"",""chunk_dfeda04efa9e0016b46f8915"",""chunk_bdde4eee45e4e126ec8c0cfd"",""chunk_a6f6af7544fdcaf09a21c0e8"",""chunk_3b41a23d4c21222df2a2d4fa"",""chunk_7b3d884456c70508dfa67f37"",""chunk_73b6ef7ee38f2e376911a1c9"",""chunk_b6bb3e2a04005ccea7430b1b"",""chunk_7111dbb3c4d6f1b2c4d6235b"",""chunk_d9eac21b66c434082504cba0"",""chunk_81490e174b657355463f5183"",""chunk_67de8bfb3f6503c284ac6b9d"",""chunk_a0c2c2179bd2dfd67f7293a5"",""chunk_a29c0719c72c494020f3f095"",""chunk_a3ac6c38b4df36efb08c32e5"",""chunk_9a7b99b2e9d6c40037e968fd"",""chunk_4140e22af65db4dfec973950"",""chunk_1597369492533aedfaa3d2c3""]","{""chunk_f6c15d46b68f51a5cf358c14"":3.0,""chunk_ed18a39da7f09df41bfe9d5c"":2.0,""chunk_455a8a519d6ec4d34389a178"":2.0,""chunk_868763e28ee1b4ce57b96761"":2.0,""chunk_b4717a2f1df4397556988779"":2.0,""chunk_56cbf7395d7f9bbbd7a16bed"":1.0,""chunk_b368133523580638d06d5ae0"":1.0,""chunk_a59ad3007d24f097e3b790d6"":1.0,""chunk_dfeda04efa9e0016b46f8915"":1.0,""chunk_bdde4eee45e4e126ec8c0cfd"":1.0,""chunk_a6f6af7544fdcaf09a21c0e8"":1.0,""chunk_3b41a23d4c21222df2a2d4fa"":1.0,""chunk_7b3d884456c70508dfa67f37"":1.0,""chunk_73b6ef7ee38f2e376911a1c9"":1.0,""chunk_b6bb3e2a04005ccea7430b1b"":1.0,""chunk_7111dbb3c4d6f1b2c4d6235b"":1.0,""chunk_d9eac21b66c434082504cba0"":1.0,""chunk_81490e174b657355463f5183"":1.0,""chunk_67de8bfb3f6503c284ac6b9d"":1.0,""chunk_a0c2c2179bd2dfd67f7293a5"":1.0,""chunk_a29c0719c72c494020f3f095"":1.0,""chunk_a3ac6c38b4df36efb08c32e5"":1.0,""chunk_9a7b99b2e9d6c40037e968fd"":1.0,""chunk_4140e22af65db4dfec973950"":1.0,""chunk_1597369492533aedfaa3d2c3"":1.0}",CodeGeeX,risk_experience,[],,rider2026,"{""competitor"":""CodeGeeX"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""]}"
codegeex_image_upload,CodeGeeX VS Code 扩展的图片上传提案包含哪些交互方式？,"[""doc_956c8704456c0529de1e7ea0"",""doc_44a7badf8a026198b105df87""]","[""chunk_b4717a2f1df4397556988779"",""chunk_ed18a39da7f09df41bfe9d5c""]","{""chunk_b4717a2f1df4397556988779"":3.0,""chunk_ed18a39da7f09df41bfe9d5c"":1.0}",CodeGeeX,risk_experience,"[""education_fit""]",,支持直接粘贴图片到聊天输入框,"{""competitor"":""CodeGeeX"",""source_types"":[""github_issue""],""current_only"":true,""event_types"":[""risk_experience""],""dimension_tags"":[""education_fit""]}"
